Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
TEN,Tenneco Inc.,54.87,$2.82B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/ten
TVC,Tennessee Valley Authority,24.71,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/tvc
TVE,Tennessee Valley Authority,25,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/tve
TDC,Teradata Corporation,39.67,$4.8B,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/tdc
TER,"Teradyne, Inc.",45.71,$8.93B,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/ter
TEX,Terex Corporation,37.41,$3.03B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/tex
TX,Ternium S.A.,32.49,$6.38B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/tx
TRNO,Terreno Realty Corporation,34.51,$1.91B,2010,Finance,Real Estate,https://www.nasdaq.com/symbol/trno
TTI,"Tetra Technologies, Inc.",3.75,$473.29M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tti
TEVA,Teva Pharmaceutical Industries Limited,17.09,$17.38B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/teva
TPL,Texas Pacific Land Trust,505.42,$3.95B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tpl
TGH,Textainer Group Holdings Limited,16.95,$967.83M,2007,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/tgh
TXT,Textron Inc.,58.97,$15.29B,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/txt
AES,The AES Corporation,11.37,$7.51B,n/a,Basic Industries,Electric Utilities: Central,https://www.nasdaq.com/symbol/aes
BX,The Blackstone Group L.P.,31.95,$38.35B,2007,Finance,Investment Managers,https://www.nasdaq.com/symbol/bx
CEE,"The Central and Eastern Europe Fund, Inc.",25.63,$191.02M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cee
SCHW,The Charles Schwab Corporation,52.22,$70.31B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/schw
SCHW^C,The Charles Schwab Corporation,26.04,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/schw^c
SCHW^D,The Charles Schwab Corporation,26.19,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/schw^d
COO,"The Cooper Companies, Inc. ",228.81,$11.22B,n/a,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/coo
GRX,The Gabelli Healthcare & Wellness Trust,9.5,$188.18M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grx
GRX^A,The Gabelli Healthcare & Wellness Trust,25.57,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grx^a
GRX^B,The Gabelli Healthcare & Wellness Trust,25.7715,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grx^b
GDL,The GDL Fund,9.32,$170.08M,2007,n/a,n/a,https://www.nasdaq.com/symbol/gdl
GDL^B,The GDL Fund,50.01,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gdl^b
GDL^C,The GDL Fund,50.6486,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gdl^c
THG,"The Hanover Insurance Group, Inc.",117.89,$5.01B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/thg
THGA,"The Hanover Insurance Group, Inc.",25.0925,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/thga
